KPIN,Block_Name,Primary_Key,Orchard_Name,Acquisition_Date,Year,Month,Week,Day,Country_Name,Supply_Area_Name,Supply_Region_Name,Total_Hectares,Variety_Name,NDVI_Data,Valid_NDVI_Data,Number_Of_Valid_Pixels,Cloud_Or_Shadow_Percentage,Cloud_Or_Shadow_Return_Code
4920,1,4920_1,4920 - Società Semplice Agricola Lazzaria,2025-04-29,2025,4,18,29,Italy,Roma,Lazio,2.3000,Gold3 (G3),"[[null,null,null,0.7934595346450806,0.6275343894958496,0.44678521156311035,0.35479915142059326,0.2796151638031006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null],[null,null,0.8759430050849915,0.752051055431366,0.7193973660469055,0.7083333134651184,0.625,0.609383225440979,0.5086676478385925,0.5086676478385925,0.37873589992523193,0.26758071780204773,0.26248282194137573,0.6209284663200378,0.5365344285964966,0.40821602940559387,0.3671497702598572,0.37296658754348755,null,null,null,null,null,null,null,null,null,null,null,null,null],[null,null,0.8657465577125549,0.6972016096115112,0.7874196767807007,0.7876023650169373,0.7962194681167603,0.7757051587104797,0.7470167279243469,0.7470167279243469,0.7742079496383667,0.7573297023773193,0.7226544618606567,0.739130437374115,0.7535277605056763,0.6124624013900757,0.5040190815925598,0.5040190815925598,0.48166409134864807,0.5179810523986816,0.6650387644767761,0.6711016297340393,0.6130746603012085,0.6169772148132324,0.6260667443275452,0.5927985310554504,0.5927985310554504,0.568699300289154,0.590826153755188,0.5895372033119202,null],[null,0.8408561944961548,0.6990773677825928,0.629111647605896,0.7486224174499512,0.7632429599761963,0.7803884148597717,0.7560855746269226,0.7560855746269226,0.7228220105171204,0.7416765093803406,0.7230479121208191,0.6828340291976929,0.7132667899131775,0.748862624168396,0.6950891613960266,0.5896351337432861,0.5896351337432861,0.5490993857383728,0.5585960745811462,0.7413654327392578,0.7636977434158325,0.7487516403198242,0.7681159377098083,0.7874055504798889,0.7650889158248901,0.7650889158248901,0.7089591026306152,0.6992639303207397,0.705654501914978,null],[null,0.855776309967041,0.6501580476760864,0.6540540456771851,0.731412410736084,0.7645890116691589,0.7769852876663208,0.7367896437644958,0.7367896437644958,0.6871165633201599,0.6725087761878967,0.6578229665756226,0.646970808506012,0.7025967836380005,0.7435415983200073,0.7287973165512085,0.628466784954071,0.628466784954071,0.529682993888855,0.5783721804618835,0.7515528202056885,0.7551975250244141,0.7309091091156006,0.7145833373069763,0.7610442042350769,0.7610442042350769,0.7390428185462952,0.7263602614402771,0.7543500661849976,0.7742018103599548,null],[null,0.8265503644943237,0.6605570316314697,0.6825885772705078,0.707931399345398,0.7530364394187927,0.7472853064537048,0.681555449962616,0.681555449962616,0.6343635320663452,0.6065400838851929,0.5880188941955566,0.6156436204910278,0.6973782777786255,0.7388781309127808,0.707665741443634,0.6426937580108643,0.6426937580108643,0.5284042358398438,0.6315789222717285,0.7555555701255798,0.7476788759231567,0.7253915071487427,0.7194819450378418,0.739863932132721,0.7433941960334778,0.7268895506858826,0.7420951128005981,0.7338149547576904,0.7210554480552673,null],[null,0.8143740892410278,0.7182599902153015,0.6578806042671204,0.708009660243988,0.7128045558929443,0.7052524089813232,0.643360435962677,0.643360435962677,0.638247013092041,0.6264081597328186,0.6176859736442566,0.6680327653884888,0.7048858404159546,0.6932876110076904,0.63631671667099,0.63631671667099,0.5407364368438721,0.5505094528198242,0.6673300862312317,0.7475418448448181,0.7519338726997375,0.7495256066322327,0.7621216177940369,0.7470827698707581,0.7470827698707581,0.7630566358566284,0.769048273563385,0.7510061860084534,0.7284079194068909,null],[null,null,0.7080459594726562,0.6561086177825928,0.7372708916664124,0.6911917328834534,0.6288659572601318,0.6288659572601318,0.6105383634567261,0.6422222256660461,0.6316073536872864,0.6755905747413635,0.7236875295639038,0.7251754999160767,0.657964825630188,0.5741750597953796,0.5741750597953796,0.5530500411987305,0.5772594809532166,0.6598173379898071,0.7324203252792358,0.7296720743179321,0.7316414713859558,0.7397769689559937,0.7450348734855652,0.7450348734855652,0.773784339427948,0.7795355916023254,0.7743270993232727,0.7558402419090271,null],[null,null,0.8193452954292297,0.6200699210166931,0.642838716506958,0.6538976430892944,0.5849167108535767,0.5849167108535767,0.5863874554634094,0.5889639854431152,0.5878453254699707,0.6328293681144714,0.6752631664276123,0.706757128238678,0.667382001876831,0.5749129056930542,0.5749129056930542,0.5455072522163391,0.5548961162567139,0.6699029207229614,0.7141286134719849,0.7273706793785095,0.7610526084899902,0.7584490180015564,0.7584490180015564,0.7495415210723877,0.7715762257575989,0.7853050827980042,0.7815461158752441,0.7685909867286682,null],[null,null,0.8238531947135925,0.6516059041023254,0.6234616637229919,0.6843209266662598,0.6240643262863159,0.6240643262863159,0.5902718305587769,0.53688645362854,0.4949432909488678,0.5241590142250061,0.5729166865348816,0.622412383556366,0.5915813446044922,0.5915813446044922,0.5420835614204407,0.5312314033508301,0.538602352142334,0.7168043851852417,0.726881742477417,0.7488299608230591,0.7836734652519226,0.7620411515235901,0.7620411515235901,0.7517491579055786,0.7576231360435486,0.7823026776313782,0.7735849022865295,0.7705479264259338,null],[null,null,null,null,null,0.7257778644561768,0.7257778644561768,0.7132598161697388,0.6974093317985535,0.619574248790741,0.5036991238594055,0.503057599067688,0.5998830199241638,0.607594907283783,0.5396729111671448,0.5396729111671448,0.5100812315940857,0.4472455680370331,0.48714733123779297,0.690991997718811,0.7052039504051208,0.7377229332923889,0.7546709775924683,0.7411003112792969,0.7411003112792969,0.7443243265151978,0.7336869835853577,0.7567359805107117,0.7611111402511597,0.776196300983429,null],[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.4482758641242981,0.5615840554237366,0.6983758807182312,0.6783013343811035,0.692936360836029,0.7487738132476807,0.7094017267227173,0.7094017267227173,0.7062430381774902,0.7116022109985352,0.7258281707763672,0.6988680958747864,null,null],[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.6963998079299927,null,null]]","[0.7934595346450806,0.6275343894958496,0.44678521156311035,0.35479915142059326,0.2796151638031006,0.8759430050849915,0.752051055431366,0.7193973660469055,0.7083333134651184,0.625,0.609383225440979,0.5086676478385925,0.5086676478385925,0.37873589992523193,0.26758071780204773,0.26248282194137573,0.6209284663200378,0.5365344285964966,0.40821602940559387,0.3671497702598572,0.37296658754348755,0.8657465577125549,0.6972016096115112,0.7874196767807007,0.7876023650169373,0.7962194681167603,0.7757051587104797,0.7470167279243469,0.7470167279243469,0.7742079496383667,0.7573297023773193,0.7226544618606567,0.739130437374115,0.7535277605056763,0.6124624013900757,0.5040190815925598,0.5040190815925598,0.48166409134864807,0.5179810523986816,0.6650387644767761,0.6711016297340393,0.6130746603012085,0.6169772148132324,0.6260667443275452,0.5927985310554504,0.5927985310554504,0.568699300289154,0.590826153755188,0.5895372033119202,0.8408561944961548,0.6990773677825928,0.629111647605896,0.7486224174499512,0.7632429599761963,0.7803884148597717,0.7560855746269226,0.7560855746269226,0.7228220105171204,0.7416765093803406,0.7230479121208191,0.6828340291976929,0.7132667899131775,0.748862624168396,0.6950891613960266,0.5896351337432861,0.5896351337432861,0.5490993857383728,0.5585960745811462,0.7413654327392578,0.7636977434158325,0.7487516403198242,0.7681159377098083,0.7874055504798889,0.7650889158248901,0.7650889158248901,0.7089591026306152,0.6992639303207397,0.705654501914978,0.855776309967041,0.6501580476760864,0.6540540456771851,0.731412410736084,0.7645890116691589,0.7769852876663208,0.7367896437644958,0.7367896437644958,0.6871165633201599,0.6725087761878967,0.6578229665756226,0.646970808506012,0.7025967836380005,0.7435415983200073,0.7287973165512085,0.628466784954071,0.628466784954071,0.529682993888855,0.5783721804618835,0.7515528202056885,0.7551975250244141,0.7309091091156006,0.7145833373069763,0.7610442042350769,0.7610442042350769,0.7390428185462952,0.7263602614402771,0.7543500661849976,0.7742018103599548,0.8265503644943237,0.6605570316314697,0.6825885772705078,0.707931399345398,0.7530364394187927,0.7472853064537048,0.681555449962616,0.681555449962616,0.6343635320663452,0.6065400838851929,0.5880188941955566,0.6156436204910278,0.6973782777786255,0.7388781309127808,0.707665741443634,0.6426937580108643,0.6426937580108643,0.5284042358398438,0.6315789222717285,0.7555555701255798,0.7476788759231567,0.7253915071487427,0.7194819450378418,0.739863932132721,0.7433941960334778,0.7268895506858826,0.7420951128005981,0.7338149547576904,0.7210554480552673,0.8143740892410278,0.7182599902153015,0.6578806042671204,0.708009660243988,0.7128045558929443,0.7052524089813232,0.643360435962677,0.643360435962677,0.638247013092041,0.6264081597328186,0.6176859736442566,0.6680327653884888,0.7048858404159546,0.6932876110076904,0.63631671667099,0.63631671667099,0.5407364368438721,0.5505094528198242,0.6673300862312317,0.7475418448448181,0.7519338726997375,0.7495256066322327,0.7621216177940369,0.7470827698707581,0.7470827698707581,0.7630566358566284,0.769048273563385,0.7510061860084534,0.7284079194068909,0.7080459594726562,0.6561086177825928,0.7372708916664124,0.6911917328834534,0.6288659572601318,0.6288659572601318,0.6105383634567261,0.6422222256660461,0.6316073536872864,0.6755905747413635,0.7236875295639038,0.7251754999160767,0.657964825630188,0.5741750597953796,0.5741750597953796,0.5530500411987305,0.5772594809532166,0.6598173379898071,0.7324203252792358,0.7296720743179321,0.7316414713859558,0.7397769689559937,0.7450348734855652,0.7450348734855652,0.773784339427948,0.7795355916023254,0.7743270993232727,0.7558402419090271,0.8193452954292297,0.6200699210166931,0.642838716506958,0.6538976430892944,0.5849167108535767,0.5849167108535767,0.5863874554634094,0.5889639854431152,0.5878453254699707,0.6328293681144714,0.6752631664276123,0.706757128238678,0.667382001876831,0.5749129056930542,0.5749129056930542,0.5455072522163391,0.5548961162567139,0.6699029207229614,0.7141286134719849,0.7273706793785095,0.7610526084899902,0.7584490180015564,0.7584490180015564,0.7495415210723877,0.7715762257575989,0.7853050827980042,0.7815461158752441,0.7685909867286682,0.8238531947135925,0.6516059041023254,0.6234616637229919,0.6843209266662598,0.6240643262863159,0.6240643262863159,0.5902718305587769,0.53688645362854,0.4949432909488678,0.5241590142250061,0.5729166865348816,0.622412383556366,0.5915813446044922,0.5915813446044922,0.5420835614204407,0.5312314033508301,0.538602352142334,0.7168043851852417,0.726881742477417,0.7488299608230591,0.7836734652519226,0.7620411515235901,0.7620411515235901,0.7517491579055786,0.7576231360435486,0.7823026776313782,0.7735849022865295,0.7705479264259338,0.7257778644561768,0.7257778644561768,0.7132598161697388,0.6974093317985535,0.619574248790741,0.5036991238594055,0.503057599067688,0.5998830199241638,0.607594907283783,0.5396729111671448,0.5396729111671448,0.5100812315940857,0.4472455680370331,0.48714733123779297,0.690991997718811,0.7052039504051208,0.7377229332923889,0.7546709775924683,0.7411003112792969,0.7411003112792969,0.7443243265151978,0.7336869835853577,0.7567359805107117,0.7611111402511597,0.776196300983429,0.4482758641242981,0.5615840554237366,0.6983758807182312,0.6783013343811035,0.692936360836029,0.7487738132476807,0.7094017267227173,0.7094017267227173,0.7062430381774902,0.7116022109985352,0.7258281707763672,0.6988680958747864,0.6963998079299927]",287,0,17
4920,1,4920_1,4920 - Società Semplice Agricola Lazzaria,2025-05-01,2025,5,18,1,Italy,Roma,Lazio,2.3000,Gold3 (G3),"[[null,null,0.8362051248550415,0.6513892412185669,0.537962019443512,0.38844728469848633,0.38585859537124634,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null],[null,null,0.8154441714286804,0.691378116607666,0.7815533876419067,0.6932195425033569,0.6662527918815613,0.7856014370918274,0.7856014370918274,0.7676624059677124,0.7205774188041687,0.3839103877544403,0.3804713785648346,0.3670072853565216,0.3045404255390167,0.3045404255390167,0.35039716958999634,null,null,null,null,null,null,null,null,null,null,null,null,null,null],[null,0.8495993614196777,0.7448487281799316,0.7324336767196655,0.8256997466087341,0.787243127822876,0.7914589047431946,0.7609598636627197,0.7609598636627197,0.7804436683654785,0.77903813123703,0.7340201139450073,0.7411372661590576,0.7719824314117432,0.6981692314147949,0.39127781987190247,0.39127781987190247,0.3423451781272888,0.3328951597213745,0.4307977855205536,0.4762563407421112,0.4968210756778717,0.5790894031524658,0.5790894031524658,0.6130775213241577,0.6643431782722473,0.5857211947441101,0.6156414151191711,0.6096852421760559,0.6110974550247192,null],[null,0.8224374651908875,0.6785967946052551,0.7293998003005981,0.8027384281158447,0.7964444160461426,0.7847674489021301,0.7476202249526978,0.7485086917877197,0.7485086917877197,0.7270768284797668,0.694678544998169,0.7044010162353516,0.7438691854476929,0.7349798083305359,0.6386003494262695,0.6386003494262695,0.5690809488296509,0.5763394236564636,0.6804661154747009,0.7257289290428162,0.6830520629882812,0.6967047452926636,0.6979497671127319,0.6979497671127319,0.8185545802116394,0.7882816195487976,0.7697384357452393,0.7583643198013306,0.6878907084465027,null],[0.7534246444702148,0.7534246444702148,0.6176545023918152,0.7350597381591797,0.7726060748100281,0.7912395000457764,0.7829131484031677,0.7062435746192932,0.6814942359924316,0.6814942359924316,0.6589223742485046,0.6506354212760925,0.6964372992515564,0.7536852359771729,0.7638190984725952,0.6785610914230347,0.6785610914230347,0.5961722731590271,0.5698113441467285,0.7587217092514038,0.7777777910232544,0.761904776096344,0.7327839732170105,0.809497058391571,0.809497058391571,0.7506617307662964,0.7426900863647461,0.7663528919219971,0.8161986470222473,0.8238219022750854,null],[0.851686418056488,0.6154608726501465,0.6154608726501465,0.7441011667251587,0.7675533294677734,0.790203332901001,0.765349805355072,0.6430624723434448,0.6236368417739868,0.6236368417739868,0.6236368417739868,0.6086508631706238,0.6233367323875427,0.6881052851676941,0.7487996220588684,0.7398092150688171,0.6644908785820007,0.6644908785820007,0.5808383226394653,0.589296817779541,0.7859021425247192,0.7835406064987183,0.7816281914710999,0.7384930849075317,0.7384930849075317,0.7882736325263977,0.7722317576408386,0.7745879888534546,0.7826951742172241,0.8058479428291321,null],[null,0.7268438339233398,0.7268438339233398,0.659770131111145,0.7042034268379211,0.7452853322029114,0.7650673389434814,0.6557334065437317,0.6552435159683228,0.6518613696098328,0.6518613696098328,0.6399176716804504,0.680672287940979,0.726396918296814,0.7197186946868896,0.6531574130058289,0.5777166485786438,0.5777166485786438,0.528221845626831,0.6288959980010986,0.7872666716575623,0.7864328026771545,0.7869198322296143,0.7837984561920166,0.7795768976211548,0.7795768976211548,0.7861050367355347,0.7992298007011414,0.8101933002471924,0.7763562202453613,null],[null,0.756373941898346,0.6235415935516357,0.6235415935516357,0.7524728775024414,0.7303426265716553,0.6371330618858337,0.6229553818702698,0.6521739363670349,0.6507853269577026,0.6507853269577026,0.6624605655670166,0.7368941903114319,0.7525479793548584,0.7093886137008667,0.6155890226364136,0.5717425346374512,0.5556934475898743,0.5556934475898743,0.6863415837287903,0.7864623069763184,0.7948071360588074,0.7791442275047302,0.7849898338317871,0.764518678188324,0.764518678188324,0.786005973815918,0.8084061145782471,0.8265112638473511,0.7886092662811279,null],[null,0.7863729596138,0.6785804629325867,0.6785804629325867,0.7070610523223877,0.7202863693237305,0.6519507169723511,0.6429347991943359,0.5843439698219299,0.5662316083908081,0.5662316083908081,0.6183121800422668,0.6911725997924805,0.7434772253036499,0.6999218463897705,0.6006845235824585,0.554755449295044,0.5628155469894409,0.5628155469894409,0.7018772959709167,0.7661730051040649,0.774210512638092,0.7610993385314941,0.7859514951705933,0.7822558283805847,0.7822558283805847,0.8066723942756653,0.7977656722068787,0.8182333111763,0.7862637639045715,null],[null,0.8439981341362,0.6392785310745239,0.6392785310745239,0.6125734448432922,0.6643690466880798,0.6117216348648071,0.5912200808525085,0.5906399488449097,0.5114235281944275,0.49159663915634155,0.49159663915634155,0.5539485216140747,0.6177980899810791,0.600922703742981,0.5611789226531982,0.530637264251709,0.5665980577468872,0.5665980577468872,0.6797704696655273,0.75,0.7699890732765198,0.7913870215415955,0.816309928894043,0.7850821614265442,0.7967407703399658,0.7967407703399658,0.7938388586044312,0.8006972670555115,0.7860962748527527,null],[null,null,0.7165149450302124,0.637381374835968,0.637381374835968,0.711607813835144,0.6753312945365906,0.6485900282859802,0.6609907150268555,0.5598591566085815,0.5223012566566467,0.5223012566566467,0.6225087642669678,0.6775623559951782,0.584743320941925,0.5295508503913879,0.4772365391254425,0.5085899233818054,0.7004297375679016,0.7004297375679016,0.7608095407485962,0.7715221047401428,0.8176217079162598,0.8100334405899048,0.7693920135498047,0.7718241810798645,0.7718241810798645,0.7871384620666504,0.7908349633216858,null,null],[null,null,null,null,null,null,null,null,null,null,null,null,null,0.7547655701637268,0.6234636902809143,0.551886796951294,0.48977604508399963,0.5416807532310486,0.7259905934333801,0.7259905934333801,0.7360178828239441,0.7430213689804077,0.7622610330581665,0.7520952820777893,0.7557315826416016,0.764267086982727,0.7705900073051453,0.7705900073051453,0.7766293287277222,null,null],[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.7686083912849426,0.7556818127632141,0.7556818127632141,0.7381633520126343,null,null],[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]]","[0.8362051248550415,0.6513892412185669,0.537962019443512,0.38844728469848633,0.38585859537124634,0.8154441714286804,0.691378116607666,0.7815533876419067,0.6932195425033569,0.6662527918815613,0.7856014370918274,0.7856014370918274,0.7676624059677124,0.7205774188041687,0.3839103877544403,0.3804713785648346,0.3670072853565216,0.3045404255390167,0.3045404255390167,0.35039716958999634,0.8495993614196777,0.7448487281799316,0.7324336767196655,0.8256997466087341,0.787243127822876,0.7914589047431946,0.7609598636627197,0.7609598636627197,0.7804436683654785,0.77903813123703,0.7340201139450073,0.7411372661590576,0.7719824314117432,0.6981692314147949,0.39127781987190247,0.39127781987190247,0.3423451781272888,0.3328951597213745,0.4307977855205536,0.4762563407421112,0.4968210756778717,0.5790894031524658,0.5790894031524658,0.6130775213241577,0.6643431782722473,0.5857211947441101,0.6156414151191711,0.6096852421760559,0.6110974550247192,0.8224374651908875,0.6785967946052551,0.7293998003005981,0.8027384281158447,0.7964444160461426,0.7847674489021301,0.7476202249526978,0.7485086917877197,0.7485086917877197,0.7270768284797668,0.694678544998169,0.7044010162353516,0.7438691854476929,0.7349798083305359,0.6386003494262695,0.6386003494262695,0.5690809488296509,0.5763394236564636,0.6804661154747009,0.7257289290428162,0.6830520629882812,0.6967047452926636,0.6979497671127319,0.6979497671127319,0.8185545802116394,0.7882816195487976,0.7697384357452393,0.7583643198013306,0.6878907084465027,0.7534246444702148,0.7534246444702148,0.6176545023918152,0.7350597381591797,0.7726060748100281,0.7912395000457764,0.7829131484031677,0.7062435746192932,0.6814942359924316,0.6814942359924316,0.6589223742485046,0.6506354212760925,0.6964372992515564,0.7536852359771729,0.7638190984725952,0.6785610914230347,0.6785610914230347,0.5961722731590271,0.5698113441467285,0.7587217092514038,0.7777777910232544,0.761904776096344,0.7327839732170105,0.809497058391571,0.809497058391571,0.7506617307662964,0.7426900863647461,0.7663528919219971,0.8161986470222473,0.8238219022750854,0.851686418056488,0.6154608726501465,0.6154608726501465,0.7441011667251587,0.7675533294677734,0.790203332901001,0.765349805355072,0.6430624723434448,0.6236368417739868,0.6236368417739868,0.6236368417739868,0.6086508631706238,0.6233367323875427,0.6881052851676941,0.7487996220588684,0.7398092150688171,0.6644908785820007,0.6644908785820007,0.5808383226394653,0.589296817779541,0.7859021425247192,0.7835406064987183,0.7816281914710999,0.7384930849075317,0.7384930849075317,0.7882736325263977,0.7722317576408386,0.7745879888534546,0.7826951742172241,0.8058479428291321,0.7268438339233398,0.7268438339233398,0.659770131111145,0.7042034268379211,0.7452853322029114,0.7650673389434814,0.6557334065437317,0.6552435159683228,0.6518613696098328,0.6518613696098328,0.6399176716804504,0.680672287940979,0.726396918296814,0.7197186946868896,0.6531574130058289,0.5777166485786438,0.5777166485786438,0.528221845626831,0.6288959980010986,0.7872666716575623,0.7864328026771545,0.7869198322296143,0.7837984561920166,0.7795768976211548,0.7795768976211548,0.7861050367355347,0.7992298007011414,0.8101933002471924,0.7763562202453613,0.756373941898346,0.6235415935516357,0.6235415935516357,0.7524728775024414,0.7303426265716553,0.6371330618858337,0.6229553818702698,0.6521739363670349,0.6507853269577026,0.6507853269577026,0.6624605655670166,0.7368941903114319,0.7525479793548584,0.7093886137008667,0.6155890226364136,0.5717425346374512,0.5556934475898743,0.5556934475898743,0.6863415837287903,0.7864623069763184,0.7948071360588074,0.7791442275047302,0.7849898338317871,0.764518678188324,0.764518678188324,0.786005973815918,0.8084061145782471,0.8265112638473511,0.7886092662811279,0.7863729596138,0.6785804629325867,0.6785804629325867,0.7070610523223877,0.7202863693237305,0.6519507169723511,0.6429347991943359,0.5843439698219299,0.5662316083908081,0.5662316083908081,0.6183121800422668,0.6911725997924805,0.7434772253036499,0.6999218463897705,0.6006845235824585,0.554755449295044,0.5628155469894409,0.5628155469894409,0.7018772959709167,0.7661730051040649,0.774210512638092,0.7610993385314941,0.7859514951705933,0.7822558283805847,0.7822558283805847,0.8066723942756653,0.7977656722068787,0.8182333111763,0.7862637639045715,0.8439981341362,0.6392785310745239,0.6392785310745239,0.6125734448432922,0.6643690466880798,0.6117216348648071,0.5912200808525085,0.5906399488449097,0.5114235281944275,0.49159663915634155,0.49159663915634155,0.5539485216140747,0.6177980899810791,0.600922703742981,0.5611789226531982,0.530637264251709,0.5665980577468872,0.5665980577468872,0.6797704696655273,0.75,0.7699890732765198,0.7913870215415955,0.816309928894043,0.7850821614265442,0.7967407703399658,0.7967407703399658,0.7938388586044312,0.8006972670555115,0.7860962748527527,0.7165149450302124,0.637381374835968,0.637381374835968,0.711607813835144,0.6753312945365906,0.6485900282859802,0.6609907150268555,0.5598591566085815,0.5223012566566467,0.5223012566566467,0.6225087642669678,0.6775623559951782,0.584743320941925,0.5295508503913879,0.4772365391254425,0.5085899233818054,0.7004297375679016,0.7004297375679016,0.7608095407485962,0.7715221047401428,0.8176217079162598,0.8100334405899048,0.7693920135498047,0.7718241810798645,0.7718241810798645,0.7871384620666504,0.7908349633216858,0.7547655701637268,0.6234636902809143,0.551886796951294,0.48977604508399963,0.5416807532310486,0.7259905934333801,0.7259905934333801,0.7360178828239441,0.7430213689804077,0.7622610330581665,0.7520952820777893,0.7557315826416016,0.764267086982727,0.7705900073051453,0.7705900073051453,0.7766293287277222,0.7686083912849426,0.7556818127632141,0.7556818127632141,0.7381633520126343]",301,0,17
